Order_ID,Order_Date,Customer_ID,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Customer_Segment,Payment_Method,Order_Status
ORD-00605,2025-06-09,CUST-0023,Chennai,Electronics,Headphones,2.0,2330.22,0.0,4660.44,4096.76,563.68,Small Business,Cash,Completed
ORD-00598,2025-01-19,CUST-0331,Lucknow,Furniture,Bookshelf,8.0,5614.2,0.15,38176.54,31976.94,6199.6,Small Business,Card,Pending
ORD-00255,2025-07-27,CUST-0195,Mumbai,Furniture,Bookshelf,1.0,7377.11,0.0,7377.11,5824.14,1552.97,Small Business,Bank Transfer,Cancelled
ORD-00831,2025-07-09,CUST-0347,Hyderabad,Clothing,Jeans,8.0,1854.32,0.0,14834.57,10683.47,4151.09,Consumer,Bank Transfer,Cancelled
ORD-00290,2025-03-11,CUST-0100,Delhi,Clothing,Cap,1.0,498.82,0.15,423.99,269.33,154.66,Corporate,Bank Transfer,Cancelled
ORD-00555,2025-03-11,CUST-0247,Mumbai,Clothing,Jacket,7.0,3176.42,0.05,21123.18,12690.51,8432.68,Corporate,Card,Pending
ORD-00890,2025-06-14,CUST-0192,Lucknow,Clothing,Cap,8.0,463.2,0.05,3520.32,2913.02,607.3,Corporate,Bank Transfer,Returned
ORD-00469,2025-04-21,CUST-0230,Delhi,Clothing,Cap,5.0,427.76,0.0,2138.79,1821.65,317.14,Small Business,Bank Transfer,Pending
ORD-00351,2025-06-07,CUST-0151,Lucknow,Office Supplies,Pen,3.0,40.39,0.15,103.0,58.41,44.59,Consumer,Card,Completed
ORD-00097,2025-05-25,CUST-0153,Lucknow,Office Supplies,Stapler,5.0,201.62,0.0,1008.11,765.08,243.03,Small Business,Bank Transfer,Completed
ORD-00545,2025-10-09,CUST-0131,Pune,Clothing,Jacket,4.0,3442.05,0.15,11702.98,7331.35,4371.63,Small Business,UPI,Pending
ORD-00992,2025-04-26,CUST-0141,Lucknow,Office Supplies,Notebook,5.0,118.49,0.05,562.85,399.27,163.58,Corporate,Cash,Completed
ORD-00077,2025-01-24,CUST-0028,Delhi,Furniture,Bookshelf,3.0,5807.55,0.1,15680.37,11156.89,4523.48,Small Business,UPI,Returned
ORD-00299,2025-07-26,CUST-0264,Chennai,Office Supplies,Stapler,2.0,189.05,0.0,378.1,229.45,148.64,Corporate,UPI,Returned
ORD-00210,2025-07-01,CUST-0347,Bangalore,Clothing,Jacket,6.0,3155.27,0.2,15145.28,12090.23,3055.05,Corporate,UPI,Cancelled
ORD-00704,2025-08-16,CUST-0213,Jaipur,Office Supplies,Printer Paper,2.0,496.46,0.05,943.28,769.59,173.69,Corporate,Bank Transfer,Completed
ORD-00159,2025-07-30,CUST-0187,Bangalore,Furniture,Desk,8.0,8754.17,0.0,70033.38,42523.37,27510.01,Small Business,Card,Pending
ORD-00501,2025-03-18,CUST-0243,Chennai,Office Supplies,Pen,4.0,36.22,0.05,137.64,100.32,37.32,Corporate,Cash,Completed
ORD-00276,2025-11-27,cust-0347,Bangalore,Furniture,Bookshelf,1.0,6539.32,0.2,6204.61,4348.49,882.97,Small Business,Bank Transfer,Completed
ORD-00335,2025-08-20,CUST-0285,Jaipur,Electronics,Keyboard,1.0,1449.55,0.15,1232.12,793.59,438.53,Consumer,Card,Completed
ORD-00599,2025-09-24,CUST-0154,Lucknow,Furniture,Table,7.0,8565.35,0.0,59957.45,52146.78,7810.68,Corporate,UPI,Cancelled
ORD-00782,2025-04-04,CUST-0019,Pune,Clothing,T-Shirt,1.0,758.91,0.05,720.96,461.91,259.05,Consumer,Bank Transfer,Completed
ORD-00706,2025-11-24,CUST-0140,Chennai,Office Supplies,Notebook,1.0,109.41,0.15,93.0,54.58,38.41,Consumer,Bank Transfer,Completed
ORD-00487,2025-09-17,CUST-0055,Delhi,Clothing,Cap,3.0,534.89,0.15,1363.96,846.92,517.04,Corporate,Cash,Cancelled
ORD-00661,2025-04-14,CUST-0219,Mumbai,Electronics,Laptop,4.0,50827.2,0.0,203308.81,122524.0,80784.81,Corporate,UPI,Returned
ORD-00888,2025-05-31,CUST-0077,Delhi,Clothing,Jeans,4.0,1954.93,0.2,6255.77,4091.8,2163.97,Small Business,UPI,Completed
ORD-00882,2025-07-03,CUST-0016,Delhi,Clothing,Jeans,1.0,1582.96,0.0,1582.96,1125.68,457.29,Corporate,Cash,Completed
ORD-00446,2025-12-18,CUST-0155,Lucknow,Electronics,Laptop,2.0,58667.4,0.1,105601.33,87900.42,17700.91,Small Business,Cash,Completed
ORD-00322,2025-07-06,CUST-0197,Delhi,Electronics,Laptop,1.0,50238.89,0.15,42703.06,28101.78,14601.28,Consumer,Card,Completed
ORD-00060,2025-10-31,CUST-0289,Bangalore,Furniture,Table,1.0,8383.26,0.15,7125.77,5187.44,1938.33,Small Business,Cash,Completed
ORD-00630,2025-11-09,CUST-0046,Jaipur,Electronics,Mouse,2.0,782.34,0.2,1251.74,928.85,322.89,Corporate,Card,Pending
ORD-00933,2025-05-05,CUST-0106,Delhi,Clothing,Jacket,6.0,3436.2,0.1,18555.49,15945.44,2610.05,Consumer,Cash,Returned
ORD-00334,2025-02-16,CUST-0128,Delhi,Furniture,Bookshelf,6.0,6004.62,0.05,34226.32,20639.32,13587.0,Consumer,UPI,Pending
ORD-00750,2025-12-05,CUST-0240,Bangalore,Furniture,Chair,8.0,4819.68,0.05,36629.56,30582.02,6047.54,Small Business,UPI,Returned
ORD-00055,2025-05-01,CUST-0140,Jaipur,Clothing,Jeans,2.0,1653.55,0.1,2976.39,1712.63,1263.77,Corporate,UPI,Completed
ORD-00024,2025-05-08,CUST-0039,Chennai,Clothing,Jeans,5.0,1698.32,0.15,7217.88,5208.58,2009.29,Consumer,Bank Transfer,Cancelled
ORD-00031,2025-06-11,CUST-0038,Bangalore,Office Supplies,Stapler,5.0,173.99,0.15,739.45,472.91,266.54,Small Business,Cash,Pending
ORD-00347,2025-04-30,CUST-0309,Bangalore,Office Supplies,Pen,2.0,40.09,0.0,80.18,50.51,29.67,Consumer,Card,Completed
ORD-00434,2025-01-21,CUST-0220,Bangalore,Electronics,Mouse,2.0,806.91,0.15,1371.76,836.82,534.93,Small Business,UPI,Cancelled
ORD-00011,2025-10-03,CUST-0135,Jaipur,Clothing,Jeans,4.0,1860.4,0.2,5953.28,3548.35,2404.93,Consumer,Bank Transfer,Cancelled
ORD-00689,2025-04-07,CUST-0235,Jaipur,Electronics,Headphones,6.0,2458.98,0.0,14753.87,10621.16,4132.71,Corporate,Cash,Completed
ORD-00245,2025-09-20,CUST-0255,Lucknow,Clothing,Shoes,5.0,2837.81,0.1,12770.14,10775.28,1994.86,Corporate,Bank Transfer,Completed
ORD-00315,2025-08-01,CUST-0217,Delhi,Furniture,Chair,5.0,4305.02,0.2,17220.1,10905.56,6314.54,Corporate,Bank Transfer,Completed
ORD-00450,2025-04-05,CUST-0114,Chennai,Office Supplies,Pen,3.0,34.16,0.05,97.34,56.29,41.06,Small Business,UPI,Completed
ORD-00200,2025-07-26,CUST-0188,Chennai,Electronics,Laptop,5.0,59139.37,0.1,266127.18,212635.39,53491.79,Consumer,Cash,Pending
ORD-00592,2025-11-10,CUST-0030,Chennai,Office Supplies,Printer Paper,4.0,467.9,0.05,1778.04,1524.79,253.25,Small Business,Cash,Cancelled
ORD-00236,2025-01-23,CUST-0206,Delhi,Electronics,Monitor,1.0,10243.76,0.05,9731.57,8467.05,1264.52,Corporate,Bank Transfer,Completed
ORD-00108,2025-02-24,CUST-0122,Jaipur,Office Supplies,Stapler,7.0,191.46,0.15,1139.17,715.73,423.44,Consumer,Bank Transfer,Cancelled
ORD-00219,2025-11-25,CUST-0279,Delhi,Electronics,Keyboard,5.0,1394.93,0.15,5928.44,4868.51,1059.92,Corporate,Bank Transfer,Completed
ORD-00425,2025-07-16,CUST-0215,Chennai,Furniture,Chair,6.0,5003.29,0.2,24015.8,17927.25,6088.56,Small Business,Card,Completed
ORD-00175,2025-07-08,CUST-0266,Lucknow,Clothing,Shoes,8.0,2405.96,0.15,16360.52,12377.29,3983.24,Consumer,UPI,Completed
ORD-00852,2025-05-09,CUST-0349,Delhi,Furniture,Chair,5.0,4717.72,0.2,18870.9,13530.94,5339.96,Corporate,Bank Transfer,Completed
ORD-00523,2025-07-20,CUST-0037,Mumbai,Electronics,Keyboard,1.0,2058.515,0.1,1606.74,1210.25,396.49,Consumer,Bank Transfer,Completed
ORD-00295,2025-11-12,CUST-0072,Lucknow,Furniture,Desk,7.0,7995.72,0.05,53171.56,31909.74,21261.83,Small Business,Card,Completed
ORD-00943,2025-08-12,CUST-0131,Chennai,Electronics,Laptop,3.0,49391.18,0.05,140764.87,98861.13,41903.74,Small Business,UPI,Cancelled
ORD-00040,2025-12-09,CUST-0128,Bangalore,Clothing,T-Shirt,6.0,670.28,0.15,3418.42,2010.84,1407.58,Small Business,Unknown,Completed
ORD-00855,2025-06-24,CUST-0108,Hyderabad,Office Supplies,Printer Paper,4.0,466.14,0.1,1678.12,1283.03,395.09,Corporate,Bank Transfer,Cancelled
ORD-00793,2025-01-21,CUST-0263,Bangalore,Clothing,Jacket,7.0,3439.01,0.0,24073.05,14324.07,9748.98,Corporate,UPI,Pending
ORD-00850,2025-04-15,CUST-0073,Chennai,Furniture,Mouse,2.0,7403.07,0.2,11844.92,8662.72,3182.2,Corporate,UPI,Cancelled
ORD-00067,2025-09-17,CUST-0332,Chennai,Electronics,Keyboard,6.0,1417.54,0.0,8505.21,5625.46,2879.75,Small Business,UPI,Completed
ORD-00281,2025-05-05,CUST-0265,Lucknow,Electronics,Laptop,2.0,58367.32,0.05,110897.9,68787.55,42110.35,Small Business,Unknown,Cancelled
ORD-00068,2025-12-29,CUST-0079,Mumbai,Clothing,Shoes,6.0,2832.18,0.15,14444.13,9484.84,4959.29,Corporate,Bank Transfer,Completed
ORD-00779,2025-12-30,CUST-0272,Hyderabad,Clothing,Jacket,2.0,3099.88,0.1,5579.79,3825.72,1754.07,Consumer,Bank Transfer,Completed
ORD-00443,2025-02-14,CUST-0038,Delhi,Electronics,Mouse,6.0,980.98,0.0,5885.86,3584.02,2301.85,Corporate,Cash,Completed
ORD-00884,2025-10-11,CUST-0126,Jaipur,Furniture,Desk,3.0,9640.86,0.1,26030.33,18405.68,7624.65,Small Business,Card,Completed
ORD-00300,2025-08-23,CUST-0326,Hyderabad,Office Supplies,Stapler,1.0,163.38,0.0,163.38,92.06,71.32,Corporate,UPI,Completed
ORD-00519,2025-04-04,CUST-0070,Jaipur,Office Supplies,Printer Paper,4.0,428.38,0.0,1713.53,1352.27,361.26,Corporate,UPI,Completed
ORD-00921,2025-07-13,CUST-0104,Delhi,Electronics,Stapler,1.0,173.1,0.0,173.1,119.88,53.21,Small Business,Card,Completed
ORD-00974,2025-12-23,CUST-0248,Bangalore,Office Supplies,Stapler,3.0,176.77,0.15,450.77,269.85,180.91,Small Business,UPI,Completed
ORD-00935,2025-03-06,CUST-0047,Pune,Clothing,T-Shirt,3.0,622.66,0.05,1774.59,1401.17,373.42,Consumer,Card,Cancelled
ORD-00870,2025-07-13,CUST-0161,Mumbai,Clothing,Cap,1.0,480.16,0.0,480.16,329.71,150.45,Consumer,Cash,Completed
ORD-00925,2025-07-25,CUST-0335,Lucknow,Furniture,Chair,3.0,5580.39,0.0,16741.16,12775.47,3965.69,Corporate,UPI,Completed
ORD-00185,2025-04-13,CUST-0072,Lucknow,Furniture,Desk,4.0,8178.64,0.0,32714.54,18741.81,13972.73,Small Business,Card,Pending
ORD-00517,2025-07-30,CUST-0288,Pune,Office Supplies,File Folder,6.0,82.71,0.05,471.45,278.05,193.39,Consumer,Bank Transfer,Pending
ORD-00089,2025-02-16,CUST-0241,Bangalore,Clothing,Jacket,7.0,3171.84,0.15,18872.47,12788.41,6084.06,Small Business,UPI,Pending
ORD-00064,2025-04-22,CUST-0239,Bangalore,Furniture,Desk,2.0,9858.64,0.2,15773.82,13156.02,2617.81,Corporate,UPI,Completed
ORD-00579,2025-07-23,CUST-0156,Delhi,Clothing,Cap,5.0,448.79,0.15,1907.36,1603.49,303.87,Consumer,UPI,Pending
ORD-00216,2025-12-01,CUST-0244,Bangalore,Clothing,T-Shirt,3.0,625.03,0.15,1593.82,1277.13,316.69,Consumer,Bank Transfer,Returned
ORD-00755,2025-04-01,CUST-0330,Delhi,Office Supplies,Pen,5.0,41.29,0.2,165.18,132.54,32.64,Corporate,Cash,Returned
ORD-00260,2025-04-29,CUST-0039,Lucknow,Furniture,Chair,2.0,5730.91,0.15,9742.55,5842.0,3900.55,Consumer,UPI,Cancelled
ORD-00382,2025-05-10,CUST-0112,Chennai,Office Supplies,Printer Paper,6.0,416.05,0.15,2121.83,1687.92,433.91,Corporate,Bank Transfer,Completed
ORD-00381,2025-01-05,CUST-0115,Bangalore,Electronics,Headphones,3.0,2238.76,0.2,5373.01,3507.87,1865.14,Small Business,UPI,Cancelled
ORD-00894,2025-08-10,CUST-0210,Lucknow,Electronics,Headphones,8.0,2602.5,0.15,17697.02,13318.74,4378.28,Corporate,UPI,Pending
ORD-00972,2025-07-20,CUST-0201,Chennai,Clothing,Jacket,8.0,3256.41,0.1,23446.13,18370.86,5075.27,Small Business,Cash,Cancelled
ORD-00463,2025-10-28,CUST-0335,Bangalore,Office Supplies,Printer Paper,7.0,439.9,0.1,2771.39,1544.82,1226.58,Corporate,Cash,Cancelled
ORD-00747,2025-02-18,CUST-0304,Unknown,Electronics,Keyboard,2.0,1469.09,0.2,2350.54,1349.58,1000.97,Consumer,UPI,Completed
ORD-00680,2025-01-18,CUST-0218,Delhi,Electronics,Headphones,8.0,2332.62,0.2,14928.77,11129.04,3799.74,Consumer,Bank Transfer,Pending
ORD-00758,2025-07-19,CUST-0121,Mumbai,Electronics,Mouse,6.0,817.86,0.2,3925.73,2168.95,1756.78,Corporate,Bank Transfer,Completed
ORD-00998,2025-02-16,CUST-0325,Mumbai,Furniture,Bookshelf,7.0,6990.18,0.1,44038.14,33768.24,10269.91,Corporate,Cash,Completed
ORD-00313,2025-06-12,CUST-0068,Mumbai,Clothing,Cap,1.0,517.74,0.1,465.96,313.01,152.96,Small Business,Bank Transfer,Cancelled
ORD-00087,2025-06-15,CUST-0310,Mumbai,Clothing,Shoes,1.0,2509.07,0.15,2132.71,1332.4,800.31,Small Business,UPI,Completed
ORD-00297,2025-07-30,CUST-0031,Unknown,Office Supplies,Printer Paper,2.0,407.05,0.05,773.4,513.59,259.81,Small Business,UPI,Returned
ORD-00999,2025-05-27,CUST-0284,Bangalore,Furniture,Chair,1.0,5684.92,0.0,5684.92,3256.07,2428.85,Small Business,Bank Transfer,Completed
ORD-00654,2025-11-28,CUST-0104,Lucknow,Electronics,Keyboard,8.0,1702.76,0.1,12259.88,9986.54,2273.35,Consumer,Card,Cancelled
ORD-00821,2025-06-23,CUST-0162,Delhi,Clothing,Jeans,2.0,1821.58,0.0,3643.15,3016.06,627.09,Small Business,Bank Transfer,Completed
ORD-00137,2025-03-21,CUST-0081,Bangalore,Office Supplies,Mouse,2.0,499.55,0.0,999.11,850.61,148.5,Small Business,Cash,Returned
ORD-00878,2025-04-13,CUST-0328,Delhi,Furniture,Cabinet,6.0,6856.57,0.05,39082.46,31832.95,7249.51,Corporate,Card,Completed
ORD-00586,2025-01-03,CUST-0312,Hyderabad,Office Supplies,Notebook,8.0,124.21,0.2,794.94,694.61,100.33,Corporate,Bank Transfer,Completed
ORD-00731,2025-09-13,CUST-0143,Chennai,Furniture,Cabinet,4.0,5808.96,0.15,19750.45,15107.26,4643.19,Consumer,UPI,Returned
ORD-00465,2025-02-09,CUST-0264,Bangalore,Electronics,Monitor,3.0,12480.52,0.05,35569.49,22590.29,12979.2,Corporate,UPI,Completed
ORD-00623,2025-05-01,CUST-0222,Lucknow,Electronics,Laptop,5.0,59306.9,0.0,296534.48,224373.62,72160.86,Consumer,Bank Transfer,Returned
ORD-00169,2025-07-04,CUST-0035,Chennai,Office Supplies,Pen,2.0,44.27,0.2,70.82,55.4,15.43,Consumer,Cash,Pending
ORD-00507,2025-06-25,CUST-0117,Chennai,Office Supplies,Stapler,2.0,203.98,0.05,387.56,218.2,169.36,Consumer,UPI,Completed
ORD-00452,2025-12-10,CUST-0336,Hyderabad,Electronics,Mouse,6.0,813.99,0.05,4639.73,3444.55,1195.18,Corporate,Card,Completed
ORD-00140,2025-04-15,CUST-0155,Pune,Office Supplies,Notebook,1.0,127.27,0.0,127.27,103.42,23.85,Corporate,Card,Completed
ORD-00688,2025-07-10,CUST-0177,Chennai,Office Supplies,Printer Paper,1.0,415.88,0.0,415.88,348.23,67.64,Corporate,Bank Transfer,Pending
ORD-00669,2025-02-27,CUST-0077,Pune,Furniture,Table,1.0,6823.97,0.05,6482.77,5020.75,1462.03,Corporate,Bank Transfer,Pending
ORD-00860,2025-09-10,CUST-0186,Jaipur,Electronics,Monitor,4.0,13741.24,0.05,52216.73,32840.64,19376.09,Small Business,Cash,Completed
ORD-00913,2025-03-22,CUST-0141,Mumbai,Furniture,Cabinet,1.0,6259.03,0.05,5946.08,4310.9,1635.17,Corporate,UPI,Returned
ORD-00514,2025-09-04,CUST-0277,Chennai,Clothing,T-Shirt,5.0,554.31,0.1,2494.38,2067.09,427.28,Small Business,Card,Completed
ORD-00536,2025-07-29,CUST-0329,Bangalore,Clothing,Cap,5.0,469.45,0.1,2112.51,1324.73,787.77,Small Business,UPI,Completed
ORD-00056,2025-12-28,CUST-0110,Bangalore,Electronics,Mouse,7.0,843.23,0.05,5607.5,3382.46,2225.04,Consumer,Cash,Pending
ORD-00121,2025-03-06,CUST-0290,Mumbai,Furniture,Cabinet,6.0,6792.83,0.05,38719.11,33484.14,5234.96,Consumer,Card,Completed
ORD-00533,2025-11-03,CUST-0284,Lucknow,Furniture,Cabinet,8.0,5858.44,0.1,42180.79,33466.33,8714.46,Corporate,Card,Completed
ORD-00026,2025-05-16,CUST-0233,Bangalore,Clothing,T-Shirt,1.0,798.61,0.15,678.82,546.99,131.83,Corporate,UPI,Pending
ORD-00073,2025-07-27,CUST-0125,Delhi,Clothing,Shoes,5.0,2338.63,0.05,11108.49,6244.89,4863.6,Consumer,UPI,Returned
ORD-00045,2025-09-24,CUST-0276,Delhi,Furniture,Bookshelf,7.0,7255.06,0.0,50785.45,35845.94,14939.51,Small Business,Card,Completed
ORD-00877,2025-07-08,CUST-0005,Hyderabad,Furniture,Desk,6.0,7682.73,0.1,41486.72,26119.89,15366.83,Corporate,Card,Completed
ORD-00399,2025-07-07,CUST-0334,Delhi,Furniture,Laptop,3.0,10166.72,0.0,30500.16,22463.18,8036.98,Small Business,Cash,Pending
ORD-00362,2025-08-31,CUST-0060,Delhi,Electronics,Laptop,5.0,47847.19,0.0,239235.94,190089.66,49146.28,Consumer,UPI,Pending
ORD-00320,2025-08-22,CUST-0262,Mumbai,Clothing,Jacket,2.0,2792.32,0.15,4746.94,3201.83,1545.11,Corporate,UPI,Completed
ORD-00199,2025-12-01,CUST-0345,Delhi,Office Supplies,Notebook,8.0,132.9,0.2,850.58,588.23,262.35,Corporate,Bank Transfer,Completed
ORD-00848,2025-10-11,CUST-0209,Jaipur,Clothing,T-Shirt,6.0,672.18,0.15,3428.13,1962.59,1465.54,Consumer,Cash,Pending
ORD-00787,2025-02-11,CUST-0236,Mumbai,Office Supplies,File Folder,3.0,96.4,0.0,289.19,241.39,47.8,Corporate,Bank Transfer,Pending
ORD-00364,2025-04-26,CUST-0138,Jaipur,Clothing,T-Shirt,8.0,624.35,0.1,4495.34,3652.18,843.15,Corporate,Cash,Completed
ORD-00696,2025-05-14,CUST-0190,Delhi,Furniture,Chair,3.0,4604.08,0.15,11740.39,6741.97,4998.43,Corporate,Card,Completed
ORD-00761,2025-01-18,CUST-0340,Lucknow,Office Supplies,Stapler,1.0,156.25,0.2,125.0,107.3,17.71,Corporate,Cash,Returned
ORD-00238,2025-02-01, CUST-0286 ,Pune,Office Supplies,Pen,5.0,40.33,0.1,181.5,159.29,22.2,Corporate,Card,Returned
ORD-00278,2025-01-13,CUST-0248,Hyderabad,Office Supplies,Stapler,3.0,200.34,0.1,540.92,369.53,171.39,Small Business,Cash,Completed
ORD-00952,2025-05-22,CUST-0033,Bangalore,Furniture,Chair,7.0,5391.49,0.0,37740.4,21197.0,16543.4,Consumer,Unknown,Completed
ORD-00319,2025-05-18,CUST-0061,Jaipur,Clothing,Jacket,6.0,3029.36,0.05,17267.33,10878.68,6388.65,Consumer,Cash,Completed
ORD-00644,2025-11-14,CUST-0048,Jaipur,Furniture,Bookshelf,1.0,5696.34,0.0,5696.34,3792.09,1904.25,Consumer,Cash,Cancelled
ORD-00328,2025-09-09,CUST-0031,Pune,Office Supplies,Notebook,4.0,117.54,0.15,399.64,236.62,1718.415,Small Business,Card,Returned
ORD-00061,2025-07-14,CUST-0168,Hyderabad,Clothing,Jeans,1.0,1966.02,0.1,1769.42,1496.41,273.0,Consumer,Card,Pending
ORD-00389,2025-06-19,CUST-0191,Delhi,Electronics,Mouse,5.0,826.9,0.15,3514.32,2770.49,743.83,Consumer,UPI,Cancelled
ORD-00479,2025-06-26,CUST-0204,Hyderabad,Office Supplies,File Folder,5.0,90.51,0.2,362.04,204.73,157.31,Corporate,Card,Returned
ORD-00604,2025-03-15,CUST-0051,Lucknow,Furniture,Desk,5.0,9494.9,0.1,42727.04,29787.07,12939.97,Corporate,Card,Completed
ORD-00451,2025-02-07,CUST-0149,Delhi,Electronics,Mouse,8.0,821.13,0.2,5255.23,2936.39,2318.84,Small Business,Cash,Completed
ORD-00826,2025-01-15,CUST-0277,Lucknow,Office Supplies,File Folder,3.0,77.48,0.0,232.43,151.09,81.34,Small Business,UPI,Completed
ORD-00378,2025-08-17, CUST-0091 ,Pune,Electronics,Laptop,8.0,49047.99,0.2,313907.13,254901.48,1718.415,Corporate,Bank Transfer,Cancelled
ORD-00947,2025-02-15,CUST-0056,Chennai,Office Supplies,Printer Paper,5.0,490.51,0.15,2084.67,1286.93,797.74,Small Business,UPI,Completed
ORD-00637,2025-05-02,CUST-0339,Bangalore,Electronics,Mouse,7.0,975.56,0.15,5804.58,3268.41,2536.17,Corporate,Bank Transfer,Returned
ORD-00698,2025-03-21,CUST-0003,Hyderabad,Electronics,Headphones,8.0,2377.75,0.1,17119.82,14098.71,3021.11,Consumer,UPI,Returned
ORD-00991,2025-09-30,CUST-0057,Pune,Electronics,Monitor,5.0,10869.97,0.0,54349.83,44288.17,10061.66,Consumer,Bank Transfer,Completed
ORD-00797,2025-01-09,CUST-0059,Jaipur,Office Supplies,Printer Paper,2.0,399.83,0.2,639.73,373.83,265.9,Small Business,Bank Transfer,Completed
ORD-00549,2025-04-22,CUST-0040,Mumbai,Office Supplies,Printer Paper,7.0,412.27,0.2,2308.69,1411.82,896.87,Small Business,UPI,Pending
ORD-00724,2025-04-20,CUST-0259,Bangalore,Furniture,Unknown,1.0,6875.62,0.0,6875.62,5683.24,1192.38,Small Business,Bank Transfer,Completed
ORD-00842,2025-05-21,CUST-0106,Delhi,Furniture,Table,3.0,7817.19,0.0,23451.56,19263.55,4188.01,Consumer,Card,Returned
ORD-00111,2025-08-14,CUST-0018,Mumbai,Office Supplies,Pen,1.0,41.89,0.1,37.7,27.81,9.9,Small Business,UPI,Returned
ORD-00532,2025-05-31,CUST-0278,Delhi,Furniture,Bookshelf,8.0,7023.13,0.2,44948.05,30918.1,14029.95,Corporate,Bank Transfer,Completed
ORD-00494,2025-01-04,CUST-0278,Mumbai,Electronics,Laptop,8.0,58108.64,0.2,371895.29,257906.79,113988.5,Small Business,Cash,Pending
ORD-00883,2025-01-16,CUST-0102,Pune,Office Supplies,Stapler,6.0,161.1,0.0,966.62,635.2,331.41,Small Business,Card,Completed
ORD-00261,2025-09-09,CUST-0117,Delhi,Clothing,Jacket,5.0,3084.72,0.15,13110.05,8858.38,4251.67,Small Business,UPI,Cancelled
ORD-00480,2025-04-20,CUST-0261,Hyderabad,Electronics,Mouse,3.0,809.9,0.0,2429.69,1928.08,501.61,Small Business,Bank Transfer,Completed
